EmpId,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,Department
27376,0.72,0.93,4,174,2,0,0,0,sales,low,sales
27377,0.48,0.64,4,227,3,0,0,0,sales,low,sales
27378,0.75,0.53,3,222,2,0,0,0,sales,low,sales
27379,0.85,0.55,2,207,6,0,0,0,sales,low,sales
27380,0.39,0.41,6,115,3,0,0,0,sales,low,sales
27381,0.61,0.68,3,254,2,0,0,0,accounting,low,accounting
27382,0.6,0.61,4,170,3,0,0,0,accounting,low,accounting
27383,0.57,0.64,2,206,3,0,0,0,accounting,low,accounting
27384,0.19,0.68,5,149,3,0,0,0,hr,medium,hr
27385,0.48,0.77,3,197,3,0,0,0,hr,medium,hr
27386,0.69,0.75,4,261,3,0,0,0,hr,medium,hr
27387,0.7,0.55,4,256,4,0,0,0,hr,medium,hr
27388,0.65,0.92,3,219,3,0,0,0,technical,medium,technical
27389,0.81,0.96,4,143,3,1,0,0,technical,medium,technical
27390,0.85,0.95,4,171,3,0,0,0,technical,medium,technical
27391,0.93,0.76,4,207,2,0,0,0,technical,medium,technical
27392,0.72,0.94,4,235,3,0,0,0,technical,medium,technical
27393,0.49,0.55,2,173,3,0,0,0,technical,medium,technical
27394,0.94,0.47,5,131,6,0,0,0,technical,medium,technical
27395,0.81,0.84,4,143,2,0,0,0,technical,medium,technical
27396,0.92,0.78,5,193,4,0,0,0,technical,high,technical
27397,0.97,0.82,3,135,2,0,0,0,technical,low,technical
27398,0.98,0.61,4,265,2,1,0,0,technical,medium,technical
27399,0.44,0.45,3,133,2,1,0,0,support,medium,support
27400,0.72,0.87,4,184,4,0,0,0,support,medium,support
27401,0.8,0.73,5,135,3,0,0,0,support,medium,support
27402,0.6,0.72,4,267,4,0,0,0,support,low,support
27403,0.89,0.65,4,184,3,0,0,0,support,low,support
27404,0.69,0.57,5,227,2,0,0,0,support,low,support
27405,0.54,0.81,4,257,2,0,0,0,support,low,support
27406,0.97,0.75,5,235,3,1,0,0,support,low,support
27407,0.37,0.4,4,161,2,0,0,0,support,low,support
27408,0.73,0.52,4,215,3,0,0,0,support,low,support
27409,0.57,0.69,4,146,3,0,0,0,support,low,support
27410,0.86,0.66,4,191,2,0,0,0,technical,low,technical
27411,0.83,0.85,4,261,3,0,0,0,technical,low,technical
27412,0.19,0.52,5,200,5,0,0,0,technical,low,technical
27413,0.55,0.93,4,239,4,0,0,0,management,low,management
27414,0.6,0.65,4,160,2,0,0,0,IT,low,IT
27415,0.62,0.71,3,177,3,1,0,0,IT,low,IT
27416,0.65,0.55,5,215,2,0,0,0,IT,low,IT
27417,0.4,0.48,4,97,2,0,0,0,IT,low,IT
27418,0.82,0.78,5,231,2,1,0,0,IT,low,IT
27419,0.75,0.69,2,257,2,1,0,0,product_mng,low,product_mng
27420,0.83,0.53,3,232,3,1,0,0,product_mng,low,product_mng
27421,0.77,0.78,4,212,3,0,0,0,product_mng,low,product_mng
27422,0.59,0.98,4,198,3,0,0,0,product_mng,low,product_mng
27423,0.8,0.79,5,240,4,0,0,0,IT,medium,IT
27424,0.84,0.55,3,242,3,0,0,0,RandD,medium,RandD
27425,0.88,0.71,4,250,3,0,0,0,RandD,medium,RandD
27426,0.37,0.9,3,229,6,0,0,0,RandD,medium,RandD
27427,0.88,0.66,4,133,2,0,0,0,RandD,medium,RandD
27428,0.69,0.85,3,200,2,0,0,0,RandD,medium,RandD
27429,0.54,0.49,2,155,2,1,0,0,marketing,medium,marketing
27430,0.76,0.57,5,139,4,0,0,0,sales,medium,sales
27431,0.51,0.58,4,272,3,0,0,0,accounting,medium,accounting
27432,0.16,0.52,3,100,4,0,0,0,support,medium,support
27433,0.65,0.6,5,160,3,0,0,0,technical,medium,technical
27434,0.54,0.81,5,195,4,0,0,0,management,medium,management
27435,0.66,0.68,4,152,3,0,0,0,marketing,high,marketing
27436,0.95,0.65,5,182,3,0,0,0,marketing,low,marketing
27437,0.83,0.57,3,137,2,0,0,0,marketing,medium,marketing
27438,0.98,0.84,4,182,3,0,0,0,sales,medium,sales
27439,0.72,0.72,3,217,2,0,0,0,sales,medium,sales
27440,0.71,0.62,4,192,4,0,0,0,sales,medium,sales
27441,0.36,0.65,3,116,2,1,0,0,sales,low,sales
27442,0.55,0.65,4,170,4,0,0,0,sales,low,sales
27443,0.64,0.52,3,223,3,0,0,0,sales,low,sales
27444,0.62,0.57,3,174,2,0,0,0,sales,low,sales
27445,1,0.95,3,193,6,0,0,0,sales,low,sales
27446,0.91,0.91,6,167,2,1,0,0,sales,low,sales
27447,0.81,0.67,4,225,3,0,0,0,sales,low,sales
27448,0.71,0.92,4,248,3,1,0,0,sales,low,sales
27449,0.97,0.74,3,104,5,0,0,0,sales,low,sales
27450,0.75,0.86,6,148,4,0,0,0,sales,low,sales
27451,0.68,1,3,148,4,1,0,0,sales,low,sales
27452,0.87,0.68,5,187,3,0,0,0,sales,low,sales
27453,0.96,0.57,3,151,2,0,0,0,sales,low,sales
27454,0.41,0.86,6,215,5,0,0,0,sales,low,sales
27455,0.81,0.61,4,142,4,0,0,0,sales,low,sales
27456,0.68,1,6,258,5,0,0,0,sales,low,sales
27457,0.63,0.56,4,228,3,0,0,0,accounting,low,accounting
27458,0.6,0.84,2,221,3,0,0,0,accounting,low,accounting
27459,0.66,0.97,3,263,3,0,0,0,accounting,medium,accounting
27460,0.69,0.82,4,273,4,0,0,0,hr,medium,hr
27461,0.23,0.37,3,247,4,0,0,0,hr,medium,hr
27462,0.52,0.63,3,225,3,0,0,0,hr,medium,hr
27463,0.65,0.86,4,269,2,1,0,0,hr,medium,hr
27464,0.78,0.4,6,174,3,0,0,0,technical,medium,technical
27465,0.6,0.65,5,201,2,0,0,0,technical,medium,technical
27466,0.9,0.62,3,254,3,0,0,0,technical,medium,technical
27467,0.59,0.95,5,254,2,0,0,0,technical,medium,technical
27468,0.89,0.78,3,185,2,1,0,0,technical,medium,technical
27469,0.96,0.85,4,200,4,0,0,0,technical,medium,technical
27470,0.68,0.76,3,190,3,1,0,0,technical,medium,technical
27471,0.52,0.72,2,160,2,0,0,0,technical,high,technical
27472,0.68,0.94,3,264,2,0,0,0,technical,low,technical
27473,0.6,0.59,3,172,3,0,0,0,technical,medium,technical
27474,0.28,0.83,5,279,4,0,0,0,technical,medium,technical
27475,0.98,0.54,5,260,3,0,0,0,support,medium,support
27476,0.67,0.52,4,262,2,0,0,0,support,medium,support
27477,0.86,0.6,5,134,2,1,0,0,support,low,support
27478,0.83,0.9,3,195,3,0,0,0,support,low,support
27479,0.79,0.86,3,139,3,0,0,0,support,low,support
27480,0.54,0.86,4,205,5,0,0,0,support,low,support
27481,0.51,0.86,5,212,2,0,0,0,support,low,support
27482,0.75,0.65,4,148,2,0,0,0,support,low,support
27483,0.51,0.67,4,228,3,0,0,0,support,low,support
27484,0.73,0.74,5,230,3,0,0,0,support,low,support
27485,0.17,0.4,4,286,3,0,0,0,support,low,support
27486,0.88,0.59,4,142,3,0,0,0,technical,low,technical
27487,0.76,0.79,3,161,3,0,0,0,technical,low,technical
27488,0.29,0.77,3,152,3,1,0,0,technical,low,technical
27489,0.62,0.97,4,266,3,0,0,0,management,low,management
27490,0.5,0.85,2,143,3,0,0,0,IT,low,IT
27491,0.16,0.65,5,165,3,0,0,0,IT,low,IT
27492,0.18,0.99,4,204,6,0,0,0,IT,low,IT
27493,0.86,0.68,4,170,2,0,0,0,IT,low,IT
27494,0.68,0.52,5,203,3,0,0,0,IT,low,IT
27495,0.68,0.85,3,199,3,0,0,0,product_mng,low,product_mng
27496,0.89,0.78,4,223,3,0,0,0,product_mng,low,product_mng
27497,0.86,0.88,4,220,2,0,0,0,product_mng,low,product_mng
27498,0.43,0.41,4,190,3,0,0,0,product_mng,medium,product_mng
27499,0.85,0.58,4,143,6,1,0,0,IT,medium,IT
27500,0.94,0.8,5,111,4,0,0,1,RandD,medium,RandD
27501,0.58,0.71,4,145,3,1,0,1,RandD,medium,RandD
27502,0.43,0.6,3,138,3,0,0,1,RandD,medium,RandD
27503,0.72,0.49,3,203,3,0,0,1,RandD,medium,RandD
27504,0.95,0.96,5,175,3,1,0,1,RandD,medium,RandD
27505,0.35,0.67,3,119,3,0,0,1,marketing,medium,marketing
27506,0.77,0.79,3,157,3,0,0,1,sales,medium,sales
27507,0.74,0.7,5,135,2,0,0,1,accounting,medium,accounting
27508,0.5,0.6,4,200,2,0,0,1,support,medium,support
27509,0.87,0.56,4,121,2,0,0,1,technical,medium,technical
27510,0.55,0.48,3,162,3,0,0,1,management,high,management
27511,0.8,0.65,3,135,3,0,0,1,marketing,low,marketing
27512,0.49,0.52,4,183,2,0,0,1,marketing,medium,marketing
27513,0.54,0.92,4,228,3,0,0,1,marketing,medium,marketing
27514,0.21,0.87,4,148,5,0,0,0,sales,medium,sales
27515,0.77,0.77,3,219,2,0,0,0,sales,medium,sales
27516,0.53,0.73,4,147,3,0,0,0,sales,low,sales
27517,0.89,0.49,5,165,6,0,0,0,sales,low,sales
27518,0.25,0.59,4,218,3,1,0,0,sales,low,sales
27519,0.53,0.59,3,231,2,0,0,0,sales,low,sales
27520,0.44,0.45,2,124,3,0,0,0,sales,low,sales
27521,0.7,0.44,2,131,2,0,0,0,sales,low,sales
27522,0.54,0.76,3,199,4,0,0,0,sales,low,sales
27523,0.9,0.56,3,220,3,0,0,0,sales,low,sales
27524,0.69,0.8,5,215,3,0,0,0,sales,low,sales
27525,0.78,0.59,4,180,3,0,0,0,sales,low,sales
27526,0.91,0.49,6,272,6,0,0,0,sales,low,sales
27527,0.92,0.61,2,228,2,0,0,0,sales,low,sales
27528,0.96,0.88,3,168,2,0,0,0,sales,low,sales
27529,0.8,0.77,4,205,2,0,0,0,sales,low,sales
27530,0.52,0.67,3,244,3,0,0,0,sales,low,sales
27531,0.52,0.97,3,185,2,0,0,0,sales,low,sales
27532,0.93,0.96,5,135,3,1,0,0,sales,low,sales
27533,0.89,0.9,4,160,2,0,0,0,accounting,low,accounting
27534,0.83,0.61,4,262,4,0,0,0,accounting,low,accounting
27535,0.7,0.84,6,225,6,0,0,0,accounting,low,accounting
27536,0.89,0.74,4,174,2,0,0,0,hr,low,hr
27537,0.21,0.37,6,266,3,0,0,1,hr,medium,hr
27538,0.67,0.78,4,241,4,0,0,1,hr,medium,hr
27539,0.73,0.97,3,245,2,0,0,1,hr,medium,hr
27540,0.85,0.51,3,261,4,0,0,1,technical,medium,technical
27541,0.54,0.85,4,157,3,0,0,1,technical,medium,technical
27542,0.74,0.94,3,286,6,0,0,1,technical,medium,technical
27543,0.71,0.65,4,263,2,1,0,1,technical,medium,technical
27544,0.76,0.52,2,229,3,0,0,1,technical,medium,technical
27545,0.85,0.5,4,159,2,0,0,1,technical,medium,technical
27546,0.82,0.89,4,196,3,0,0,1,technical,medium,technical
27547,0.71,0.79,4,133,3,0,0,1,technical,medium,technical
27548,0.79,0.65,5,228,3,0,0,1,technical,medium,technical
27549,0.86,0.56,4,247,3,0,0,1,technical,high,technical
27550,0.9,0.78,5,215,3,0,0,1,technical,low,technical
27551,0.65,0.8,6,233,3,1,0,1,support,medium,support
27552,0.53,0.74,5,237,2,0,0,1,support,medium,support
27553,0.51,0.91,4,269,5,0,0,1,support,medium,support
27554,1,0.76,6,246,3,1,0,1,support,medium,support
27555,0.92,0.82,4,168,3,0,0,1,support,low,support
27556,1,0.59,3,168,3,0,0,1,support,low,support
27557,0.23,0.67,4,163,5,0,0,1,support,low,support
27558,0.52,0.77,3,142,2,0,0,1,support,low,support
27559,0.8,0.83,4,183,2,1,0,1,support,low,support
27560,0.59,0.72,4,264,3,0,0,0,support,low,support
27561,0.75,0.55,2,184,2,0,0,0,support,low,support
27562,0.99,0.58,4,138,3,0,0,0,technical,low,technical
27563,0.57,0.76,3,195,3,0,0,0,technical,medium,technical
27564,0.87,0.95,4,251,3,0,0,0,technical,medium,technical
27565,0.52,0.47,3,108,5,0,0,0,management,medium,management
27566,0.57,0.9,3,144,2,0,0,0,IT,medium,IT
27567,0.32,0.77,6,112,4,0,0,0,IT,medium,IT
27568,0.66,0.81,2,201,3,0,0,0,IT,medium,IT
27569,0.53,0.8,4,204,3,0,0,0,IT,medium,IT
27570,0.55,0.62,5,226,3,0,0,0,IT,medium,IT
27571,0.66,0.9,3,217,4,0,0,0,product_mng,medium,product_mng
27572,0.69,0.92,4,149,2,0,0,0,product_mng,medium,product_mng
27573,0.67,0.99,5,237,3,0,0,0,product_mng,medium,product_mng
27574,0.75,0.37,3,256,3,0,0,0,product_mng,medium,product_mng
27575,0.7,0.98,4,194,2,0,0,0,IT,medium,IT
27576,0.71,0.74,3,202,2,0,0,0,RandD,medium,RandD
27577,0.97,0.6,5,133,2,0,0,0,RandD,medium,RandD
27578,0.5,0.48,3,246,3,0,0,0,RandD,medium,RandD
27579,0.34,0.92,3,206,3,0,0,0,RandD,medium,RandD
27580,0.67,0.74,3,204,3,0,0,0,RandD,medium,RandD
27581,0.78,0.98,4,157,3,0,0,0,marketing,medium,marketing
27582,0.52,0.91,4,187,2,0,0,0,sales,medium,sales
27583,0.91,0.51,2,211,2,0,0,0,accounting,medium,accounting
27584,0.79,0.92,3,204,3,0,0,0,support,medium,support
27585,0.83,0.53,5,182,2,1,0,0,technical,medium,technical
27586,0.74,0.76,3,244,3,0,0,0,management,medium,management
27587,0.77,0.97,3,184,3,1,0,0,marketing,medium,marketing
27588,0.49,0.71,2,117,3,0,0,0,marketing,high,marketing
27589,0.94,0.89,3,230,3,1,0,0,marketing,high,marketing
27590,0.99,0.91,3,241,2,0,0,0,sales,high,sales
27591,0.69,0.84,3,227,3,1,0,0,sales,high,sales
27592,0.88,0.59,5,147,4,0,0,0,sales,high,sales
27593,0.89,0.9,3,240,3,0,0,0,sales,high,sales
27594,0.8,0.58,4,238,2,0,0,0,sales,high,sales
27595,0.22,0.89,4,262,4,0,0,0,sales,high,sales
27596,0.87,0.83,4,215,2,0,0,0,sales,high,sales
27597,0.66,0.66,3,211,4,0,0,0,sales,high,sales
27598,0.9,0.68,3,156,3,1,0,0,sales,high,sales
27599,0.95,0.54,4,180,5,0,0,0,sales,high,sales
27600,0.49,0.56,4,260,6,0,0,0,sales,low,sales
27601,0.71,0.68,4,228,2,0,0,0,sales,low,sales
27602,0.2,0.96,2,249,3,0,0,0,sales,low,sales
27603,0.95,0.64,3,242,5,1,0,0,sales,low,sales
27604,0.68,0.8,2,254,2,1,0,0,sales,low,sales
27605,0.93,0.68,3,272,2,1,0,0,sales,low,sales
27606,0.85,0.57,5,210,3,0,0,0,sales,low,sales
27607,0.82,0.68,3,140,2,0,0,0,sales,low,sales
27608,0.87,0.42,5,252,5,0,0,0,sales,low,sales
27609,0.88,0.84,3,266,3,0,0,0,accounting,low,accounting
27610,0.98,0.79,4,138,3,0,0,0,accounting,low,accounting
27611,0.89,0.98,3,220,3,0,0,0,accounting,low,accounting
27612,0.92,0.51,5,214,3,0,0,0,hr,low,hr
27613,0.48,0.6,2,121,5,0,0,0,hr,low,hr
27614,0.67,0.49,4,195,3,0,0,0,hr,low,hr
27615,0.84,0.55,3,135,3,0,0,0,hr,medium,hr
27616,0.97,0.78,4,261,2,0,0,0,technical,medium,technical
27617,0.65,0.53,5,205,3,1,0,0,technical,medium,technical
27618,0.79,0.87,5,240,2,1,0,0,technical,medium,technical
27619,0.75,0.75,2,141,4,0,0,0,technical,medium,technical
27620,0.69,0.64,4,200,3,0,0,0,technical,medium,technical
27621,0.85,0.6,4,257,3,0,0,0,technical,medium,technical
27622,0.34,0.41,2,141,3,0,0,0,technical,medium,technical
27623,0.97,0.68,3,185,2,0,0,0,technical,medium,technical
27624,0.39,0.99,6,235,6,0,0,0,technical,medium,technical
27625,0.54,0.81,4,264,4,0,0,0,technical,medium,technical
27626,0.78,0.67,4,260,3,0,0,0,technical,medium,technical
27627,0.49,0.79,4,158,3,0,0,0,support,high,support
27628,0.17,0.83,6,195,5,0,0,0,support,high,support
27629,0.98,0.81,3,180,2,1,0,0,support,high,support
27630,0.9,1,2,114,5,0,0,0,support,high,support
27631,0.24,0.89,5,228,4,1,0,0,support,high,support
27632,0.92,0.79,5,243,3,1,0,0,support,high,support
27633,0.36,0.72,3,179,3,0,0,0,support,high,support
27634,0.19,0.76,2,158,3,0,0,0,support,high,support
27635,0.75,0.76,4,254,4,0,0,0,support,low,support
27636,0.91,0.81,3,220,3,1,0,0,support,low,support
27637,0.72,0.95,5,171,3,0,0,0,support,low,support
27638,0.62,0.64,4,142,2,0,0,0,technical,low,technical
27639,0.97,0.75,3,241,2,0,0,0,technical,low,technical
27640,0.69,0.64,3,275,3,0,0,0,technical,low,technical
27641,0.98,0.56,3,157,2,0,0,0,management,low,management
27642,0.62,0.53,5,169,3,0,0,0,IT,low,IT
27643,0.59,0.82,2,233,2,0,0,0,IT,medium,IT
27644,0.73,0.98,4,160,3,0,0,0,IT,medium,IT
27645,0.71,0.79,3,189,3,0,0,0,IT,medium,IT
27646,0.85,0.58,4,273,4,0,0,0,IT,medium,IT
27647,0.8,0.94,4,141,3,1,0,0,product_mng,medium,product_mng
27648,0.48,0.38,3,134,3,0,0,0,product_mng,medium,product_mng
27649,0.64,0.4,3,248,3,0,0,0,product_mng,medium,product_mng
27650,0.19,0.64,6,222,5,0,0,0,product_mng,medium,product_mng
27651,0.82,0.69,5,219,3,0,0,0,IT,medium,IT
27652,0.99,0.96,4,202,3,0,0,0,RandD,medium,RandD
27653,0.45,0.58,3,200,2,0,0,0,RandD,medium,RandD
27654,0.89,0.89,3,138,2,0,0,0,RandD,medium,RandD
27655,0.75,0.78,4,158,5,1,0,0,RandD,medium,RandD
27656,0.8,0.86,3,136,2,0,0,0,RandD,medium,RandD
27657,0.78,0.49,4,222,2,0,0,0,marketing,medium,marketing
27658,0.95,0.76,3,236,2,1,0,0,sales,medium,sales
27659,0.68,0.67,4,135,2,0,0,0,accounting,medium,accounting
27660,0.82,0.97,5,235,3,0,0,0,support,medium,support
27661,0.9,0.69,4,274,2,0,0,0,technical,medium,technical
27662,0.59,0.99,3,235,2,0,0,0,management,medium,management
27663,0.66,0.57,3,169,4,1,0,0,marketing,medium,marketing
27664,0.63,0.56,5,286,4,0,0,0,marketing,medium,marketing
27665,0.73,0.78,3,166,2,0,0,0,marketing,medium,marketing
27666,0.63,0.93,3,236,4,0,0,0,sales,high,sales
27667,0.87,0.62,5,197,2,0,0,0,sales,low,sales
27668,0.62,0.87,6,169,2,1,0,0,sales,medium,sales
27669,0.53,0.9,3,210,3,0,0,0,sales,medium,sales
27670,0.94,0.83,4,156,2,0,0,0,sales,medium,sales
27671,0.94,0.55,5,231,2,0,0,0,sales,medium,sales
27672,0.55,0.64,3,101,2,1,0,0,sales,medium,sales
27673,0.58,0.72,4,259,3,0,0,0,sales,medium,sales
27674,0.98,0.88,5,203,5,1,0,0,sales,medium,sales
27675,0.74,0.76,5,255,4,0,0,0,sales,medium,sales
27676,0.65,0.48,3,131,3,1,0,0,sales,medium,sales
27677,0.97,0.79,2,272,2,0,0,0,sales,medium,sales
27678,0.58,0.75,4,253,2,0,0,0,sales,low,sales
27679,0.49,0.77,2,254,2,0,0,0,sales,low,sales
27680,0.69,0.98,3,214,2,0,0,0,sales,low,sales
27681,0.55,0.49,5,195,3,0,0,0,sales,low,sales
27682,0.65,0.89,4,240,3,0,0,0,sales,low,sales
27683,0.87,0.49,4,149,2,0,0,0,sales,low,sales
27684,0.12,0.7,4,276,4,0,0,0,sales,low,sales
27685,0.65,0.84,4,247,4,0,0,0,accounting,high,accounting
27686,0.23,0.66,4,212,4,1,0,0,accounting,low,accounting
27687,0.62,0.77,4,256,3,0,0,0,accounting,high,accounting
27688,0.86,0.72,4,178,2,0,0,0,hr,high,hr
27689,0.85,0.6,4,255,4,0,0,0,hr,low,hr
27690,0.74,0.76,3,224,2,0,0,0,hr,low,hr
27691,0.53,0.76,2,204,4,0,0,0,hr,high,hr
27692,0.99,0.44,6,104,6,0,0,0,technical,low,technical
27693,0.48,0.81,5,113,3,0,0,0,technical,medium,technical
27694,0.72,0.74,3,243,2,0,0,0,technical,high,technical
27695,0.76,0.72,3,242,5,1,0,0,technical,medium,technical
27696,0.41,0.7,4,177,3,0,0,0,technical,medium,technical
27697,0.85,0.88,3,235,2,0,0,0,technical,medium,technical
27698,0.62,0.49,4,175,3,0,0,0,technical,medium,technical
27699,0.16,0.78,4,280,6,0,0,0,technical,high,technical
27700,0.58,0.61,3,205,2,0,0,0,technical,medium,technical
27701,0.73,0.95,4,243,3,0,0,0,technical,medium,technical
27702,0.28,0.76,3,150,2,0,0,0,technical,medium,technical
27703,0.77,0.61,4,178,2,1,0,0,support,high,support
27704,0.85,0.86,3,231,3,0,0,0,support,medium,support
27705,0.56,0.76,3,134,2,0,0,0,support,high,support
27706,0.81,1,5,143,2,0,0,0,support,low,support
27707,0.83,0.87,3,156,3,0,0,0,support,medium,support
27708,0.49,0.48,4,249,3,0,0,0,support,medium,support
27709,0.81,0.97,3,247,3,0,0,0,support,medium,support
27710,0.56,0.92,5,222,4,0,0,0,support,medium,support
27711,0.77,0.83,3,160,3,0,0,0,support,low,support
27712,0.73,0.5,4,224,4,1,0,0,support,low,support
27713,0.95,0.72,4,235,2,0,0,0,support,low,support
27714,0.69,0.68,5,167,3,0,0,0,technical,low,technical
27715,0.79,0.89,3,104,4,0,0,0,technical,low,technical
27716,0.63,0.57,5,160,2,0,0,0,technical,low,technical
27717,0.8,0.79,4,168,3,0,0,0,management,low,management
27718,0.64,0.61,2,153,2,0,0,0,IT,low,IT
27719,0.92,0.9,4,249,3,0,0,0,IT,low,IT
27720,0.96,0.75,4,177,2,0,0,0,IT,low,IT
27721,0.56,0.85,3,225,3,0,0,0,IT,high,IT
27722,0.37,0.61,3,186,2,0,0,0,IT,low,IT
27723,0.5,0.82,3,133,2,1,0,0,product_mng,low,product_mng
27724,0.49,0.58,4,213,4,1,0,0,product_mng,low,product_mng
27725,1,0.73,3,245,2,1,0,0,product_mng,low,product_mng
27726,0.82,0.75,5,160,3,1,0,0,product_mng,high,product_mng
27727,0.52,0.54,4,212,3,0,0,0,IT,low,IT
27728,0.76,0.96,4,135,3,1,0,1,RandD,low,RandD
27729,0.2,0.53,3,149,4,0,0,1,RandD,low,RandD
27730,0.6,0.9,4,178,3,0,0,1,RandD,high,RandD
27731,0.69,0.9,6,224,4,0,0,1,RandD,low,RandD
27732,0.93,0.51,3,196,2,0,0,1,RandD,medium,RandD
27733,0.7,0.64,4,178,3,1,0,1,marketing,high,marketing
27734,0.56,0.54,4,191,2,1,0,1,sales,medium,sales
27735,0.97,0.61,4,167,3,0,0,1,accounting,high,accounting
27736,0.24,0.65,6,275,5,1,0,1,support,medium,support
27737,0.83,0.91,3,168,3,0,0,1,technical,medium,technical
27738,0.55,0.85,3,152,2,0,0,1,management,medium,management
27739,0.68,0.99,3,263,3,1,0,1,marketing,medium,marketing
27740,0.48,0.53,3,113,4,0,0,0,marketing,medium,marketing
27741,0.75,0.95,3,253,3,0,0,0,marketing,medium,marketing
27742,0.61,0.5,4,271,3,1,0,0,sales,medium,sales
27743,0.5,0.74,4,165,2,1,0,0,sales,medium,sales
27744,0.78,0.54,5,257,3,0,0,0,sales,high,sales
27745,0.61,0.68,4,244,3,0,0,0,sales,low,sales
27746,0.48,0.5,4,179,3,0,0,0,sales,medium,sales
27747,0.93,0.92,3,248,2,0,0,0,sales,medium,sales
27748,0.78,0.58,3,224,2,0,0,0,sales,medium,sales
27749,0.92,0.99,5,236,4,0,0,0,sales,medium,sales
27750,0.71,0.98,5,213,3,0,0,0,sales,medium,sales
27751,0.15,0.42,4,238,3,0,0,0,sales,medium,sales
27752,0.14,0.83,5,153,5,1,0,0,sales,medium,sales
27753,0.56,0.72,4,247,2,0,0,0,sales,medium,sales
27754,1,0.84,3,154,3,0,0,0,sales,medium,sales
27755,0.77,0.82,3,147,4,0,0,0,sales,high,sales
27756,0.86,0.66,3,150,2,0,0,0,sales,low,sales
27757,0.88,0.95,3,137,3,0,0,0,sales,low,sales
27758,0.85,0.84,5,179,3,0,0,0,sales,low,sales
27759,0.95,0.56,5,194,2,0,0,0,sales,high,sales
27760,0.65,0.65,4,224,3,0,0,0,sales,low,sales
27761,0.7,0.55,3,253,2,1,0,0,accounting,low,accounting
27762,0.6,0.55,3,177,3,1,0,0,accounting,low,accounting
27763,0.84,0.83,3,215,3,0,0,0,accounting,high,accounting
27764,0.23,0.59,5,245,5,0,0,0,hr,low,hr
27765,0.89,0.75,3,134,3,0,0,0,hr,low,hr
27766,0.98,0.91,4,273,2,0,0,0,hr,low,hr
27767,0.88,0.83,4,163,3,0,0,0,hr,low,hr
27768,0.87,0.52,3,152,4,0,0,0,technical,low,technical
27769,0.93,0.96,3,268,4,0,0,0,technical,low,technical
27770,0.13,0.95,5,149,2,0,0,0,technical,low,technical
27771,0.99,0.56,6,128,4,0,0,0,technical,medium,technical
27772,0.52,0.51,3,218,2,1,0,0,technical,medium,technical
27773,0.58,0.98,3,146,3,0,0,0,technical,medium,technical
27774,0.85,0.57,5,190,2,1,0,0,technical,medium,technical
27775,0.41,0.59,2,182,3,0,0,0,technical,medium,technical
27776,1,0.8,5,162,3,1,0,0,technical,medium,technical
27777,0.63,0.64,3,243,3,0,0,0,technical,medium,technical
27778,0.63,0.58,4,141,3,1,0,0,technical,medium,technical
27779,0.63,0.9,3,142,3,0,0,0,support,medium,support
27780,0.59,0.62,3,203,4,0,0,0,support,medium,support
27781,0.88,0.77,4,168,4,0,0,0,support,medium,support
27782,0.72,0.7,3,149,3,0,0,0,support,medium,support
27783,0.67,0.81,4,168,2,0,0,0,support,high,support
27784,0.41,0.54,2,190,4,0,0,0,support,low,support
27785,0.3,0.68,3,229,6,0,0,0,support,medium,support
27786,0.83,0.84,3,249,2,0,0,0,support,medium,support
27787,0.73,0.93,4,162,2,1,0,0,support,medium,support
27788,0.87,0.9,4,163,2,0,0,0,support,medium,support
27789,0.93,0.74,2,169,4,0,0,0,support,low,support
27790,0.97,0.91,4,257,3,1,0,0,technical,low,technical
27791,0.7,0.54,4,150,4,0,0,0,technical,low,technical
27792,0.66,0.95,4,183,3,0,0,0,technical,low,technical
27793,0.62,0.66,3,208,3,0,0,0,management,low,management
27794,0.56,0.52,4,158,2,0,0,0,IT,low,IT
27795,0.32,0.72,2,240,5,0,0,0,IT,low,IT
27796,0.55,0.81,5,251,3,0,0,0,IT,low,IT
27797,0.69,0.91,5,205,2,0,0,0,IT,low,IT
27798,0.91,0.63,4,226,3,1,0,0,IT,low,IT
27799,0.33,0.82,5,249,6,0,0,0,product_mng,low,product_mng
27800,0.37,0.74,2,197,3,0,0,0,product_mng,low,product_mng
27801,0.95,0.57,5,216,3,0,0,0,product_mng,low,product_mng
27802,0.17,0.91,4,260,5,0,0,0,product_mng,low,product_mng
27803,0.95,0.53,4,263,3,0,0,0,IT,low,IT
27804,0.27,0.69,2,177,5,0,0,0,RandD,low,RandD
27805,0.91,0.95,4,171,3,0,0,0,RandD,low,RandD
27806,0.49,0.61,3,148,2,1,0,0,RandD,low,RandD
27807,0.6,0.56,4,138,3,0,0,0,RandD,low,RandD
27808,0.52,0.57,4,183,3,0,0,0,RandD,low,RandD
27809,0.54,0.65,3,202,3,0,0,0,marketing,low,marketing
27810,0.86,0.53,4,160,2,1,0,0,sales,medium,sales
27811,0.78,0.87,4,264,3,0,0,0,accounting,medium,accounting
27812,0.6,0.81,4,245,3,1,0,0,support,medium,support
27813,0.15,0.91,2,207,3,0,0,0,technical,medium,technical
27814,0.72,0.92,3,225,3,0,0,0,management,medium,management
27815,0.94,0.85,4,236,2,0,0,0,marketing,medium,marketing
